Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,BLNK,HVAC,GEOM,VEGE,Total T_USED (s)
    0, 1.028E-01, 8.249E+00, 3.679E+00, 7.639E+00, 1.106E+00, 2.032E+00, 2.294E+00, 6.156E-03, 3.952E+00, 1.412E+00, 4.168E-03, 0.000E+00, 0.000E+00, 0.000E+00, 0.000E+00, 3.048E+01
